"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predicted_price","difference","buy"
"93",3348,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"SM6","D",164,7,6.4,3.6,210,118,"Very Good","owner-occupied",51.346593,-0.144076,113,99,5,"wallington","SES Water",59500,"Sutton","rail",0,1,0,1.2173226,1065000,784286.795092979,280713.204907021,1
"94",2369,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW4","D",268,7,8.5,5.4,179,113,"Average","owner-occupied",51.465211,-0.146135,150,21,2,"clapham common","Thames Water",66000,"Lambeth","tube",1,0,0,0.5008484,2492000,2213768.71836271,278231.281637294,1
"95",3071,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"SW18","E",169,9,8.3,4,279,132,"Poor","owner-occupied",51.449499,-0.21139,98,30,3,"southfields","Thames Water",71300,"Wandsworth","tube",1,0,0,0.3958318,1668000,1391923.77495158,276076.225048423,1
"96",6842,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE10","C",94,3,2.3,2.2,138,135,"Good","rental (private)",51.486821,-0.000604,94,7,3,"maze hill","Thames Water",58500,"Greenwich","rail",0,1,0,0.298272,746000,472710.474740775,273289.525259225,1
"97",1602,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"BR2","E",135,5,6.8,4.3,289,180,"Average","owner-occupied",51.375168,0.04157,27,76,5,"hayes","Thames Water",67300,"Bromley","rail",0,1,0,1.8977556,893000,621888.764903176,271111.235096824,1
"98",1812,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"BR2","D",169,6,8.1,4.9,274,162,"Average","owner-occupied",51.394193,0.009571,46,61,5,"bromley south","Thames Water",63100,"Bromley","rail",0,1,0,0.6735976,1105000,834417.623462852,270582.376537148,1
"99",6075,NA,NA,"S","N","F",NA,NA,NA,"WEST DULWICH",NA,NA,"SE21","E",41,2,3.4,2.5,471,342,"Average","owner-occupied",51.434585,-0.094661,108,49,3,"west norwood","Thames Water",58200,"Southwark","rail",0,1,0,0.6996964,727000,458729.141906812,268270.858093188,1
"100",3551,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW1","C",100,3,2.6,2.2,150,125,"Average","owner-occupied",51.539067,-0.148399,67,36,2,"camden town","Thames Water",54500,"Camden","tube",1,0,0,0.4312516,1064000,795902.386184656,268097.613815344,1
"101",15694,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"W4","E",146,6,7.1,2.8,276,106,"Very Poor","owner-occupied",51.486956,-0.273414,77,10,3,"gunnersbury","Thames Water",60500,"Hounslow","tube",1,0,1,0.5120336,1418000,1152792.28120306,265207.718796936,1
"102",5184,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW10","C",72,4,2,1.7,159,135,"Good","owner-occupied",51.534385,-0.231379,142,51,2,"kensal green","Thames Water",52500,"Brent","tube",2,0,1,0.5070624,786000,521999.668186415,264000.331813585,1
"103",10700,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW10","D",66,4,3.4,1.2,292,104,"Average","owner-occupied",51.461373,-0.294302,79,23,4,"richmond","Thames Water",60900,"Richmond upon Thames","tube",1,1,1,0.5306756,854000,590841.266136651,263158.733863349,1
"104",8593,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N15","D",82,5,3.2,1,221,70,"Average","owner-occupied",51.580317,-0.067096,106,16,3,"south tottenham","Thames Water",45800,"Haringey","light_rail",0,0,1,0.3778112,718000,457453.202824224,260546.797175776,1
"105",9141,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E11","D",90,5,4.3,1,269,61,"Average","owner-occupied",51.58529,0.029843,127,21,4,"snaresbrook","Thames Water",55000,"Redbridge","tube",1,0,0,0.71461,724000,464857.169636098,259142.830363902,1
"106",14482,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"N14","D",122,6,5.3,2.2,246,100,"Good","owner-occupied",51.629386,-0.124568,107,69,4,"southgate","Thames Water",47600,"Enfield","tube",1,0,0,0.4144738,850000,592964.677735121,257035.322264879,1
"107",6740,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N11","C",139,6,4.3,3,175,122,"Average","owner-occupied",51.609366,-0.130408,39,55,3,"bounds green","Thames Water",51000,"Barnet","tube",1,0,0,0.3933462,994000,737982.096015024,256017.903984976,1
"108",4544,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E11","E",104,5,4.6,1.4,281,96,"Good","owner-occupied",51.571185,-0.003442,47,21,3,"leyton midland road","Thames Water",50300,"Redbridge","light_rail",0,0,1,0.3268564,838000,585377.336732915,252622.663267085,1
"109",13830,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW9","E",64,3,3.7,1.4,328,126,"Very Poor","owner-occupied",51.475767,-0.114459,81,10,2,"stockwell","Thames Water",51100,"Lambeth","tube",2,0,0,0.6189144,653000,403811.72742238,249188.27257762,1
"110",9588,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"BR1","D",204,7,8.3,4.4,231,122,"Average","owner-occupied",51.407224,0.049497,29,89,5,"chislehurst","Thames Water",72000,"Bromley","rail",0,1,0,0.866853,1256000,1009864.6419415,246135.358058496,1
"111",14608,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE3","E",133.13,5,7.2,6.6,282,257,"Very Poor","owner-occupied",51.468676,0.018169,132,37,3,"blackheath","Thames Water",67800,"Greenwich","rail",0,1,0,0.736359,935000,694111.461416378,240888.538583622,1
"112",15366,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","C",117,6,3.4,1.8,165,86,"Average","owner-occupied",51.590429,-0.00241,136,30,4,"wood street","Thames Water",42100,"Waltham Forest","light_rail",0,0,1,0.3249922,704000,464470.93122969,239529.06877031,1
"113",6259,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W13","D",133,5,4.5,2.3,193,98,"Good","owner-occupied",51.507596,-0.323802,190,29,3,"west ealing","Thames Water",54900,"Ealing","rail",0,1,0,0.6822972,1052000,816504.847669081,235495.152330919,1
"114",15372,NA,NA,"S","N","F",NA,NA,NA,"FOREST HILL",NA,NA,"SE23","C",168,7,5,3.1,169,104,"Good","owner-occupied",51.441597,-0.045949,130,36,3,"forest hill","Thames Water",58000,"Lewisham","light_rail",0,1,1,0.6226428,1063000,827808.364974893,235191.635025107,1
"115",10188,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N14","D",72.4,4,3.2,3.2,263,263,"Average","owner-occupied",51.637296,-0.13284,48,73,4,"southgate","Thames Water",47600,"Enfield","tube",1,0,0,0.4281446,639000,406885.089762141,232114.910237859,1
"116",6902,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N8","C",124.5,5,4.1,3.9,198,189,"Good","owner-occupied",51.587793,-0.13116,52,43,3,"hornsey","Thames Water",63900,"Haringey","rail",0,1,0,0.938314,1121000,889945.454312739,231054.545687261,1
"117",1165,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW6","C",186,9,4.3,2.4,132,73,"Good","owner-occupied",51.480015,-0.205775,96,8,2,"parsons green","Thames Water",57600,"Hammersmith and Fulham","tube",1,0,0,0.5505604,1951000,1721614.20855577,229385.791444232,1
"118",10762,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N2","D",164,6,6,2.9,207,100,"Good","owner-occupied",51.588261,-0.162509,84,87,3,"east finchley","Affinity Water",58600,"Barnet","tube",1,0,0,0.1901484,1436000,1207103.67607153,228896.323928474,1
"119",10257,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","D",97,5,4.5,2,263,113,"Good","owner-occupied",51.57726,-0.031939,104,13,3,"st james street","Thames Water",48100,"Waltham Forest","light_rail",0,0,1,0.4424368,753000,524775.439515235,228224.560484765,1
"120",7496,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE15","D",122.06,5,6.1,4.8,258,205,"Average","owner-occupied",51.457985,-0.049352,131,38,3,"honor oak park","Thames Water",54200,"Southwark","light_rail",0,0,1,0.8519394,882000,653938.835625105,228061.164374895,1
"121",11973,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW18","C",127,4,3.7,2.1,167,92,"Good","owner-occupied",51.441394,-0.195922,103,12,3,"earlsfield","Thames Water",75000,"Wandsworth","rail",0,1,0,0.5101694,1204000,976250.933400952,227749.066599048,1
"122",891,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","D",113,4,3.9,1.9,195,96,"Poor","rental (private)",51.428214,-0.194959,65,20,3,"haydons road","Thames Water",77000,"Merton","rail",0,1,0,0.3318276,1101000,874514.590371078,226485.409628922,1
"123",3233,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N5","C",54,3,1.9,1.5,188,143,"Average","owner-occupied",51.5502,-0.094508,20,35,2,"canonbury","Thames Water",49000,"Islington","light_rail",0,0,1,0.2429674,604000,378067.236694833,225932.763305167,1
"124",1085,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE15","D",123,6,4.7,2.8,215,125,"Average","owner-occupied",51.469968,-0.0545,125,15,2,"nunhead","Thames Water",45200,"Southwark","rail",0,1,0,0.27963,1047000,823130.150855144,223869.849144856,1
"125",10677,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW10","D",57,3,3.1,1.3,284,118,"Good","rental (private)",51.532311,-0.22265,158,44,2,"kensal green","Thames Water",53700,"Brent","tube",2,0,1,0.1746134,647000,423979.67034147,223020.32965853,1
"126",8052,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW3","C",57.31,2,2.4,2.4,257,257,"Average","rental (private)",51.542609,-0.158032,71,46,2,"chalk farm","Thames Water",54500,"Camden","tube",1,0,0,0.3660046,727000,506060.537657668,220939.462342332,1
"127",7004,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW20","D",114,5,4.6,1.9,228,91,"Average","owner-occupied",51.417836,-0.22439,26,52,4,"raynes park","Thames Water",75500,"Merton","rail",0,1,0,1.0669438,971000,750556.374424629,220443.625575371,1
"128",5598,NA,NA,"F","N","L",NA,NA,NA,"BLACKHEATH",NA,NA,"SE3","E",70,3,4.6,2.7,356,216,"Very Poor","rental (private)",51.464734,0.003699,64,36,3,"blackheath","Thames Water",58800,"Greenwich","rail",0,1,0,0.2957864,648000,427594.258464445,220405.741535555,1
"129",7858,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"CR0","E",146.9,7,5.5,5.3,167,158,"Average","owner-occupied",51.379107,-0.051357,63,65,3,"woodside","Thames Water",56200,"Croydon","light_rail",0,0,1,1.2527424,918000,697661.658505908,220338.341494092,1
"130",6825,NA,NA,"F","N","F",NA,NA,NA,NA,NA,NA,"EN5","E",141,6,7.8,2.4,316,94,"Very Poor","owner-occupied",51.651068,-0.201689,83,113,5,"high barnet","Affinity Water",60200,"Barnet","tube",1,0,0,0.4542434,983000,762677.877205217,220322.122794783,1
"131",7987,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"KT1","D",123,6,4,2.1,185,94,"Good","owner-occupied",51.406994,-0.306621,34,11,6,"kingston","Thames Water",63900,"Kingston upon Thames","rail",0,1,0,0.6543342,915000,695491.003669151,219508.996330849,1
"132",5295,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG1","D",65,3,2.8,1.7,247,151,"Average","rental (private)",51.56769,0.056763,221,13,4,"ilford","Thames Water",50200,"Redbridge","rail",0,1,0,0.9619272,576000,356818.539424452,219181.460575548,1
"133",4368,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM3","D",110,6,5.4,2.9,275,147,"Average","owner-occupied",51.58921,0.231574,52,39,6,"harold wood","Essex & Suffolk Water",49400,"Havering","rail",0,1,0,0.5114122,661000,441903.204895558,219096.795104442,1
"134",4653,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA15","C",97,5,2.9,1.4,168,78,"Good","owner-occupied",51.447851,0.105974,169,37,5,"sidcup","Thames Water",51000,"Bexley","rail",0,1,0,1.1328122,613000,395557.701469365,217442.298530635,1
"135",11213,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT4","D",77.884,4,4.3,4.1,329,316,"Good","owner-occupied",51.371728,-0.242696,126,36,5,"stoneleigh","SES Water",61700,"Sutton","rail",0,1,0,0.7257952,626000,408736.347450352,217263.652549648,1
"136",1425,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE15","D",71,3,2.5,1.7,235,154,"Good","owner-occupied",51.464105,-0.07797,109,20,2,"east dulwich","Thames Water",56300,"Southwark","rail",0,1,0,0.4032886,696000,480561.124012841,215438.875987159,1
"137",13236,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N4","D",59,3,2.6,1.5,248,142,"Average","owner-occupied",51.580731,-0.10293,130,36,3,"harringay","Thames Water",55500,"Hackney","rail",0,1,0,0.2870868,612000,398496.601444618,213503.398555382,1
"138",15733,NA,NA,"F","N","F",NA,NA,NA,"CHISWICK",NA,NA,"W4","D",147,5,4.1,2.3,172,97,"Average","rental (private)",51.491794,-0.258207,43,8,2,"turnham green","Thames Water",60700,"Hounslow","tube",2,0,0,0.4269018,1540000,1326582.55168885,213417.448311145,1
"139",7716,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W4","D",77,4,3,2.5,215,176,"Average","owner-occupied",51.498087,-0.272005,26,12,3,"south acton","Thames Water",63300,"Hounslow","light_rail",0,0,1,0.2367534,701000,488017.782286027,212982.217713973,1
"140",9341,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW3","C",83.42,3,5.9,3.9,471,312,"Average","owner-occupied",51.548048,-0.177965,39,68,2,"finchley road","Thames Water",65500,"Camden","tube",2,0,0,0.198848,1090000,877337.98674728,212662.01325272,1
"141",3374,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE5","C",64,3,2.1,1.5,190,133,"Good","rental (private)",51.471184,-0.079199,118,21,2,"peckham rye","Thames Water",56300,"Southwark","light_rail",0,1,1,0.487799,630000,417839.313667963,212160.686332037,1
"142",12942,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"KT5","D",96.35,6,6,5.5,212,197,"Average","owner-occupied",51.395076,-0.281719,67,24,5,"berrylands","Thames Water",64600,"Kingston upon Thames","rail",0,1,0,0.4045314,822000,610219.997061958,211780.002938042,1
"143",7365,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N3","D",65,3,3.6,1.4,287,116,"Good","rental (private)",51.598314,-0.201091,25,80,4,"finchley central","Affinity Water",58600,"Barnet","tube",1,0,0,0.4449224,581000,370604.696210592,210395.303789408,1
"144",12463,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR0","D",110,6,3.6,1.3,206,73,"Average","owner-occupied",51.374185,-0.032384,62,76,5,"west wickham","Thames Water",52300,"Croydon","rail",0,1,0,1.127841,646000,436231.93083795,209768.06916205,1
"145",14323,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N5","C",68,4,2.1,1.7,173,146,"Very Poor","owner-occupied",51.553355,-0.093196,29,36,2,"canonbury","Thames Water",55500,"Islington","light_rail",0,0,1,0.4436796,741000,531782.500286134,209217.499713866,1
"146",1021,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W8","D",97,4,4.2,2,246,116,"Average","owner-occupied",51.505543,-0.191617,53,31,1,"high street kensington","Thames Water",70900,"Kensington and Chelsea","tube",2,0,0,0.3566836,1795000,1586037.63203017,208962.367969825,1
"147",3891,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA8","D",107,6,4.5,2.5,237,129,"Average","owner-occupied",51.603576,-0.286163,70,65,5,"canons park","Affinity Water",51100,"Barnet","tube",1,0,0,0.8680958,763000,554476.253848945,208523.746151055,1
"148",13276,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM14","G",78,3,7.4,2.6,527,183,"Average","owner-occupied",51.564168,0.264747,24,20,6,"upminster","Essex & Suffolk Water",62000,"Havering","tube",1,0,1,1.0551372,678000,469604.933833047,208395.066166953,1
"149",13453,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW18","D",59,3,2.7,1.4,260,137,"Good","owner-occupied",51.442634,-0.17672,58,20,3,"earlsfield","Thames Water",62700,"Wandsworth","rail",0,1,0,0.6661408,605000,396677.851123121,208322.148876879,1
"150",8033,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"RM2","D",133,8,6.2,2.7,262,114,"Average","owner-occupied",51.593709,0.192813,81,32,6,"gidea park","Essex & Suffolk Water",49800,"Havering","rail",0,1,0,1.174446,719000,510742.10849875,208257.89150125,1
"151",4005,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR6","E",104,5,6.2,2.6,336,140,"Average","owner-occupied",51.379303,0.086588,129,91,6,"orpington","Thames Water",59500,"Bromley","rail",0,1,0,0.5598814,713000,504770.986664049,208229.013335951,1
"152",7563,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW16","D",80,3,3.7,2.8,239,182,"Good","owner-occupied",51.414152,-0.129765,65,31,3,"norbury","Thames Water",49300,"Croydon","rail",0,1,0,0.3933462,617000,408795.202378705,208204.797621295,1
"153",11984,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA2","C",73,4,1.9,1.9,146,146,"Average","rental (private)",51.561994,-0.374562,90,41,5,"northolt park","Affinity Water",52200,"Harrow","rail",0,1,0,0.8314332,594000,386879.578831949,207120.421168051,1
"154",3696,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW8","C",163,5,4.1,3.3,142,116,"Very Poor","owner-occupied",51.536388,-0.16506,64,44,2,"st. johns wood","Thames Water",59900,"Westminster","tube",1,0,0,0.512655,2572000,2365071.79662939,206928.203370608,1
"155",9767,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA9","C",69,3,1.6,1.4,129,117,"Good","owner-occupied",51.569304,-0.286024,65,41,4,"wembley park","Affinity Water",47800,"Brent","tube",2,0,0,0.6021366,506000,299988.035560476,206011.964439524,1
"156",13012,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"KT4","D",126,6,5.1,2.2,228,96,"Average","owner-occupied",51.384223,-0.252579,89,24,4,"worcester park","Thames Water",65000,"Sutton","rail",0,1,0,0.4051528,855000,649413.228461946,205586.771538054,1
"157",15840,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N1","D",119,5,5.4,1.6,259,77,"Very Poor","owner-occupied",51.535507,-0.093435,113,21,2,"essex road","Thames Water",53600,"Islington","rail",0,1,0,0.602758,1334000,1128598.91090641,205401.089093588,1
"158",15027,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW11","D",79.15,3,4.3,3.8,297,263,"Very Poor","owner-occupied",51.43214,-0.347137,88,16,6,"fulwell","Thames Water",71700,"Richmond upon Thames","rail",0,1,0,0.4362228,710000,504690.415949212,205309.584050788,1
"159",1398,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE13","E",116,7,6.3,3.1,305,149,"Good","owner-occupied",51.457452,-0.024545,178,24,3,"ladywell","Thames Water",58200,"Lewisham","rail",0,1,0,0.2442102,854000,651616.533842787,202383.466157213,1
"160",14192,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","D",115,4,4.1,1.7,201,84,"Good","owner-occupied",51.422483,-0.191316,125,16,3,"haydons road","Thames Water",66200,"Merton","rail",0,1,0,0.5412394,1010000,807728.134509593,202271.865490407,1
"161",13073,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"KT5","D",123,6,4.3,1.8,197,81,"Good","rental (private)",51.400958,-0.292813,98,23,5,"berrylands","Thames Water",63900,"Kingston upon Thames","rail",0,1,0,0.8966802,880000,678394.305337517,201605.694662483,1
"162",3038,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE20","D",112,5,5.4,2.4,273,117,"Good","owner-occupied",51.418491,-0.05601,84,42,4,"penge east","Thames Water",43100,"Bromley","rail",0,1,0,0.3162926,642000,442071.658592571,199928.341407429,1
"163",7658,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW15","C",64,3,1.3,1.3,108,103,"Good","owner-occupied",51.453285,-0.210795,140,33,2,"east putney","Thames Water",51400,"Kingston upon Thames","tube",1,0,0,0.7407088,560000,360105.79549434,199894.20450566,1
"164",5730,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW17","E",77,4,4.7,2.6,297,165,"Average","owner-occupied",51.422339,-0.164123,42,19,3,"tooting","Thames Water",56300,"Wandsworth","rail",0,1,0,0.2063048,675000,478235.931185304,196764.068814696,1
"165",3364,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"KT2","E",100,5,5.5,2.5,310,138,"Average","owner-occupied",51.420584,-0.291247,96,12,5,"norbiton","Thames Water",59400,"Kingston upon Thames","rail",0,1,0,0.7817212,831000,634254.68723537,196745.31276463,1
"166",735,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"HA4","E",69,4,4.1,1,340,83,"Average","owner-occupied",51.579928,-0.439099,17,44,6,"west ruislip","Affinity Water",54700,"Hillingdon","tube",1,0,0,0.817141,622000,427045.695552817,194954.304447183,1
"167",14090,NA,NA,"S","N","F",NA,NA,NA,"WANSTEAD",NA,NA,"E11","E",144,5,9.7,3.8,348,133,"Very Poor","owner-occupied",51.5823,0.034776,80,15,4,"wanstead","Thames Water",67700,"Redbridge","tube",1,0,0,0.6468774,1048000,853079.953777287,194920.046222713,1
"168",12798,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE13","D",81,5,3.1,1,216,67,"Good","owner-occupied",51.454626,-0.001579,79,15,3,"hither green","Thames Water",53500,"Lewisham","rail",0,1,0,0.1124734,661000,467731.217738888,193268.782261112,1
"169",12228,NA,NA,"D","N","F",NA,NA,NA,"CHEAM",NA,NA,"SM2","E",328,10,17,6.6,291,114,"Poor","owner-occupied",51.349603,-0.208648,109,78,5,"belmont","SES Water",67900,"Sutton","rail",0,1,0,0.640042,1625000,1431826.00153051,193173.998469493,1
"170",3943,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"BR6","E",133,7,9.2,2.5,395,104,"Average","owner-occupied",51.376908,0.095288,50,74,6,"orpington","Thames Water",59500,"Bromley","rail",0,1,0,0.6344494,820000,627105.087124218,192894.912875782,1
"171",6534,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W4","C",141,6,3.4,1.7,137,68,"Good","owner-occupied",51.499778,-0.258724,84,10,2,"turnham green","Thames Water",72900,"Hounslow","tube",2,0,0,0.456729,1586000,1393669.85806441,192330.141935595,1
"172",3091,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW9","D",52,2,3,1.5,331,166,"Average","owner-occupied",51.469629,-0.286349,77,9,3,"north sheen","Thames Water",61900,"Richmond upon Thames","rail",0,1,0,0.3765684,599000,407347.621509069,191652.378490931,1
"173",3243,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR3","C",101.73,7,4.6,4.6,222,222,"Poor","owner-occupied",51.40576,-0.039972,50,30,4,"clock house","Thames Water",59500,"Bromley","rail",0,1,0,0.3877536,762000,570891.811050936,191108.188949064,1
"174",13829,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW2","E",151,5,9.3,4.3,350,158,"Average","owner-occupied",51.455096,-0.118521,15,29,2,"brixton","Thames Water",61900,"Lambeth","tube",1,1,0,0.6854042,1480000,1288969.05522472,191030.944775281,1
"175",7315,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA7","C",61,3,2.1,0.7,196,59,"Good","owner-occupied",51.464414,0.147235,72,55,5,"barnehurst","Thames Water",49900,"Bexley","rail",0,1,0,0.7046676,509000,318050.723834227,190949.276165773,1
"176",7600,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E2","D",96,5,4,1.8,237,107,"Very Poor","rental (private)",51.531051,-0.060792,120,18,2,"cambridge heath","Thames Water",55100,"Hackney","light_rail",0,0,1,0.3206424,951000,760995.254823837,190004.745176163,1
"177",4917,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW6","D",145,5,6.5,4.1,209,124,"Poor","owner-occupied",51.471237,-0.192225,56,7,2,"parsons green","Thames Water",58900,"Hammersmith and Fulham","tube",1,0,0,0.7823426,1711000,1523820.37128086,187179.628719138,1
"178",15418,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW6","D",45,3,1.9,1.2,237,158,"Very Poor","owner-occupied",51.478042,-0.206169,164,10,2,"parsons green","Thames Water",61900,"Hammersmith and Fulham","tube",1,0,0,0.4952558,687000,500362.304253899,186637.695746101,1
